id,kind,slug,name,summary,description,notes
98b55380-9e0a-47f6-bba5-0a5983238c2f,Gift,mysticisme,Mysticisme,"Octroie un pouvoir gratuit lié à un domaine magique ou spirituel choisi, ainsi qu’une capacité unique selon la magie ou la foi sélectionnée.","Le personnage sélectionne un domaine de magie ou de spiritualisme (religion, culte ou divinité).\n\nIl acquiert gratuitement un pouvoir de tiers 0 associé au domaine sélectionné, et acquiert gratuitement un pouvoir de tiers 1 associé à ce domaine lorsqu’il atteint le tiers 1.\n\nÉgalement, il se voit conférer une des capacités suivantes en fonction du domaine sélectionné.\n\n- **Perturbateur planaire (magie).** Une fois par tour, le personnage ajoute ses Sens (minimum 1) aux points de dégâts infligés par une attaque dirigée contre une créature issue d’une autre réalité ou dimension.\n- **Liaison spirituelle (spiritualisme).** Une fois par jour, pendant qu’il sommeille, le personnage peut communiquer avec une entité de sa religion ou de son culte afin de lui poser une question, ou de placer une requête. L’entité peut l’ignorer ou intervenir si elle le désire, à la discrétion du maître de jeu. Si le personnage profane le dogme de sa religion ou de son culte, il perd cette capacité jusqu’à ce qu’il se repente auprès de l’entité.",🔗
246d1e25-3d3b-4807-99f1-e8708a766946,Gift,orateur,Orateur,"Grâce à ses talents d’orateur, le personnage peut captiver un auditoire ou motiver ses alliés, leur offrant un soutien narratif et mécanique précieux.","### Captivant\n\nLorsque le personnage effectue une performance d’une durée minimale de 10 minutes, il peut captiver son audience pendant les 10 prochaines minutes.\n\nIl effectue un test de Représentation si la performance n’en requiert pas. Il soustrait 20 au résultat du test puis divise par 2. Une créature parmi l’audience est captivée si son Intellect et ses Sens sont inférieurs à cette valeur.\n\nLe personnage se voit conférer l’avantage à ses tests de Diplomatie, de Représentation et de Tromperie contre une créature captivée.\n\n### Motivateur\n\nLe personnage peut motiver ses alliés par un discours engageant d’une durée minimale de 10 minutes.\n\nIl effectue un test de Représentation et sélectionne un nombre de cibles inférieur ou égal à la valeur de l’attribut utilisé pour le test (minimum 1).\n\nUne créature doit pouvoir le voir et l’entendre, et être située à 9 mètres ou moins de sa position afin d’être ciblée par cette capacité.\n\nChaque cible se voit conférer un nombre de points de Vitalité temporaires égal au résultat du test (minimum 1).\n\nUne cible doit compléter une nuit de sommeil afin de pouvoir être affectée à nouveau par cette capacité.","🔗\n\nYou can spend 10 minutes inspiring your companions, shoring up their resolve to fight.\nWhen you do so, choose up to six friendly creatures (which can include yourself) within 30 feet of you who can see or hear you and who can understand you.\nEach creature can gain temporary hit points equal to your level + your Charisma modifier.\nA creature can’t gain temporary hit points from this feat again until it has finished a short or long rest."
70e12a73-cf73-405b-b917-2d5a98df7bfe,Disability,pauvrete,Pauvreté,"Le personnage commence sa carrière avec moins de ressources : son argent de départ est divisé par 1d10 + 5 (ou 10, au choix du MJ).","L’argent de départ du personnage est divisé par 1d10 + 5 (ou 10, à la discrétion du maître de jeu).",🔗
7f966602-62a5-456b-9db6-eb4acacfb2ad,Gift,pensee-claire,Pensée claire,"Accorde une mémoire parfaite sur un mois, une orientation astrale, un bonus passif d’Investigation et l’avantage après réflexion sur certains tests.","Le personnage acquiert les capacités suivantes :\n\n- Il se souvient exactement de tout ce qu’il a vu ou entendu pendant le dernier mois.\n- S’il observe le ciel pendant une minute, il peut déterminer où se trouve le Nord ainsi que le nombre d’heures restant avant le prochain coucher ou lever de soleil.\n- Il peut réfléchir pendant une minute à propos d’un sujet avant d’effectuer un test de Connaissance, d’Investigation, de Linguistique ou de Médecine afin de conférer l’avantage à son test. Il doit faire halte ou compléter une nuit de sommeil afin de réutiliser cette capacité.\n- Bonus permanent de +5 à ses tests passifs d’Investigation.",🔗
26bce659-e6ef-4e04-b57f-2cd6214131e8,Disability,phasmophobie,Phasmophobie,Le personnage est effrayé par le surnaturel. Il subit un désavantage à ses tests d’Occultisme et contre les effets surnaturels.,"Le personnage est terriblement effrayé par le surnaturel.\n\nSes tests d’Occultisme sont affligés du désavantage, tout comme ses tests et jets de sauvegarde contre les effets surnaturels.",🔗
80bd0e56-8dff-40e1-b37e-04989a5320f5,Gift,polyglotte,Polyglotte,"Permet d’apprendre deux langues supplémentaires, dont une exotique, et une langue additionnelle à chaque augmentation de tiers.","Le personnage apprend gratuitement deux langues supplémentaires. Une de ces deux langues peut être une langue exotique, avec l‘approbation du maître de jeu.\n\nÉgalement, chaque fois que son tiers de personnage augmente, il apprend gratuitement une langue supplémentaire.",🔗
ce75eba6-f49a-4601-bf34-44b3394ece1f,Gift,reflexes,Réflexes,"Confère des avantages contre les pièges, permet d’esquiver avec agilité et d’échapper à des contraintes physiques en prenant le temps requis.","Le personnage acquiert les capacités suivantes :\n\n- Il se voit conférer l’avantage à ses tests d’Acrobaties afin d’éviter des pièges, et il devient résistant aux dégâts infligés par les pièges.\n- Lorsqu’il réussit un jet de sauvegarde d’Acrobaties, il peut utiliser sa réaction afin d’effectuer un pas prudent.\n- Il peut Faire 20 à un test pour s’échapper d’une contrainte physique par deux actions. Il ne peut se déplacer jusqu’à la fin de son tour lorsqu’il en fait ainsi.",🔗
43ec439c-e5e5-46e6-bcc5-53385fb413f4,Gift,richesse,Richesse,"Le personnage commence l’aventure avec davantage de ressources, multipliant son argent de départ par 1d10 + 5 ou par 10 selon la décision du maître de jeu.","L’argent de départ du personnage est multiplié par 1d10 + 5 (ou 10, à la discrétion du maître de jeu).",🔗
8434f84c-a1e3-41cd-9bc4-8fdd23eff8f0,Gift,sante-de-fer,Santé de fer,🚧,🚧,"🔗\n\n- 🚧Résistance maladies + avantage contre maladies\n- 🚧Poisons?\n- 🚧Augmente de 50 % la régénération de Vitalité du personnage lorsqu’il se repose. Ce bonus est cumulatif à tout autre bonus de guérison et de médecine quelconque, qu’il soit magique ou non."
e4b4031c-b7a5-4fa8-9d37-f7ac6063f1e5,Gift,sens-aiguises,Sens aiguisés,"Améliore la perception dans l’obscurité, confère une vision aveugle de 1,5 m et la capacité de détecter des vibrations à travers les surfaces.","Le personnage acquiert les capacités suivantes :\n\n- Ses tests de Perception effectués dans une zone légèrement obscurcie ne sont pas affligés du désavantage.\n- Il acquiert une vision aveugle de 1,5 mètres.\n- Par une action, il peut effleurer une surface afin d’en ressentir les vibrations. Jusqu’à la fin de son prochain tour, il peut discerner la position de toute créature située à 4,5 mètres ou moins de la surface qu’il a effleuré. Il n’a pas besoin de voir ou d’entendre ces créatures.\n- Bonus permanent de +5 à ses tests passifs de Perception.",🔗
8ce0f2b2-3f27-455d-9e27-6fe3179bcd72,Gift,sixieme-sens,Sixième sens,Permet de détecter la magie à courte portée et d’effectuer un test d’Intuition parfait une fois par jour après une nuit de repos.,"Une fois par jour, par une action libre, il peut activer son sixième sens pendant une période de 10 minutes.\n\nPendant cette période, par une action, il peut voir un faible aura autour de tout objet ou toute créature magique située à 9 mètres ou moins de sa position jusqu’au début de son prochain tour.\n\nÉgalement, une fois par jour, il peut Faire 20 à un test d’Intuition.\n\nIl doit compléter une nuit de sommeil afin de récupérer ces capacités.",🔗
a0859538-f334-41e5-aa31-1cfa9eb3aefe,Disability,sourd,Sourd,"Privé de son ouïe, le personnage échoue automatiquement ses tests associés. Il peut toutefois utiliser sa vue si le contexte est favorable.","Le personnage a perdu son sens de la vision ou en est né dépourvu.\n\nIl échoue automatiquement ses tests liés à l’ouïe.\n\nLorsqu’il effectue un test de Perception et, qu’il n’est pas victime d’un effet d’aveuglement, il peut substituer son ouïe par sa vue si le contexte le permet.",🔗
c62fb59b-f660-4493-87b3-4e4c780b68e8,Gift,talentueux,Talentueux,"Le personnage obtient gratuitement deux talents de tiers 0 liés à une compétence, ou un seul talent non réservé selon son choix.","Le personnage acquiert gratuitement deux talents de tiers 0 associés à une compétence.\n\nAlternativement, il acquiert gratuitement un talent de tiers 0, à l’exception des talents réservés.",🔗
17aabaa6-8f5a-4d80-b674-b4fbc5c04f0f,Disability,tremblements,Tremblements,"Les tremblements des mains du personnage affectent sa précision, lui infligeant un désavantage à ses tests d’Artisanat, d’Orientation et de Roublardise.","Les mains du personnage tremblent de manière inexplicable et fréquente, ce qui nuit à sa dextérité.\n\nSes tests d’Artisanat, d’Orientation et de Roublardise sont effectués avec désavantage.",🔗
89ded774-ce14-49a1-8539-47c2ba7c8dbd,Gift,ventriloque,Ventriloque,"Le personnage peut imiter des voix ou sons avec exactitude, et projeter ses paroles à distance pour tromper les sens de ses auditeurs.","Le personnage peut imiter avec exactitude la voix ou les sons d’une créature qu’il a préalablement écoutée et étudiée pendant au moins une minute.\n\nS’il dévie des paroles de la créature ou qu’il altère de quelconque manière les sons produits, les créatures l’écoutant peuvent détecter la supercherie par un test d’Intuition opposé à un test de Tromperie du personnage.\n\nÉgalement, lorsque le personnage parle, il peut donner l’impression que les paroles qu’il prononce ou les sons qu’il émet proviennent d’une source quelconque située à 9 mètres ou moins de sa position.\n\nLes créatures qui l’écoutent peuvent détecter la supercherie par un test d’Intuition opposé à un test de Tromperie du personnage.\n\nIl peut utiliser cette capacité lorsqu’il canalise un pouvoir.",🔗
