id,tier,slug,name,allow_multiple_purchases,skill,required_talent,summary,description,notes
b3063451-d6f8-4e8e-9161-578cecdd7446,2,artillerie,Artillerie,FALSE,,infusions-magiques,🚧,"Afin d’utiliser toute capacité de ce talent, le personnage doit être formé avec les outils de bricoleur, les outils de forgeron et les outils de sculpteur du bois.\n\nIl doit également posséder tous ces outils et pouvoir les utiliser.\n\n### Création\n\n🚧Par deux actions et en dépensant 15 points d’Énergie, il crée un canon de taille minuscule ou petite à un emplacement inoccupé situé à 1,5 mètres ou moins de sa position qu’il peut voir, ou sur une surface horizontale.\n\nUn canon de petite taille occupe cet espace et est doté de pattes mécaniques, tandis qu’un canon de taille minuscule peut être tenu à une main.\n\n🚧Il ne peut avoir qu’un seul canon existant à la fois, et s’il tente de créer un canon alors qu’un existe déjà, la création échoue. Explosion si créer nouveau❓\n\n### Activation\n\n🚧Une fois par tour, par deux actions et en dépensant 15 points d’Énergie, le personnage peut activer le canon s’il le tient à une main (taille minuscule) ou s’il se trouve à 18 mètres ou moins de sa position (petite taille).\n\n### Destruction\n\n🚧Par deux actions et en dépensant 15 points d’Énergie, il peut faire détoner le canon s’il se trouve à 18 mètres ou moins de sa position.\n\nLe canon est détruit et toute créature située à 6 mètres ou moins du canon doit effectuer un jet de sauvegarde d’Acrobaties.\n\nL’explosion inflige 5d6 points de dégâts de feu additionnés à moitié de la Puissance du personnage en cas d’échec ou la moitié en cas de réussite.\n\n### Propriétés\n\nLe canon possède les propriétés suivantes :\n\n- Il est considéré comme un objet magique.\n- Il est doté d’un nombre de points de Vitalité égal au niveau du personnage.\n- Il est doté d’une Esquive de 20.\n- S’il est doté de pattes mécaniques, il peut se déplacer de 3 cases (4,5 mètres). Il peut se déplacer sur des surfaces verticales ou sous un plafond.\n- Il est immunisé aux dégâts psychiques et de poison.\n- Ses attributs ont une valeur de 0.\n- S’il est réparé magiquement, par exemple par les pouvoirs Habiletés féériques, Prestidigitation ou Thaumaturgie, il récupère 3d6 points de Vitalité.\n- Le canon disparaît si ses points de Vitalité chutent à 0 ou après une heure.\n- Le personnage peut également détruire le canon par une action.\n\n### Canons\n\nLe canon appartient à un des types suivants, sélectionné par le personnage au moment de la création du canon.\n\n<table class=""table table-striped"">\n  <thead>\n    <tr>\n      <th scope=""col"">Canon</th>\n      <th scope=""col"">Activation</th>\n    </tr>\n  </thead>\n  <tbody>\n    <tr>\n      <td>Baliste de force</td>\n      <td>Le canon effectue une attaque à distance contre une cible située à 36 mètres ou moins de sa position par un test d’Occultisme du personnage. L’attaque inflige 4d6 points de dégâts de force additionnés à la Puissance du personnage. Si la cible est une créature, celle-ci est repoussée de 1,5 mètres.</td>\n    </tr>\n    <tr>\n      <td>Lance-flammes</td>\n      <td>Le canon exhale un cône de flammes à une distance de 4,5 mètres. Toute créature dans la zone doit effectuer un jet de sauvegarde d’Acrobaties contre un test d’Occultisme du personnage. Il inflige 5d6 points de dégâts de feu additionnés à la moitié de la Puissance du personnage en cas d’échec du jet de sauvegarde ou la moitié en cas de réussite. Les objets inflammables dans la zone qui ne sont pas tenus ni portés prennent feu.</td>\n    </tr>\n    <tr>\n      <td>Protecteur</td>\n      <td>Le canon émet une vague d’énergie positive conférant 2d8 points de Vitalité temporaires additionnés à la moitié de la Puissance du personnage à toute créature située à 3 mètres ou moins du canon, incluant celui-ci. 🚧Il confère également le demi-abri à toute créature située à 3 mètres ou moins de sa position jusqu’au début du prochain tour du personnage.</td>\n    </tr>\n  </tbody>\n</table>",🔗
76fdf477-2063-4287-b1f5-2365e48f89e9,3,artisan-virtuose,Artisan virtuose,FALSE,artisanat,maitre-artisan,"Expertise avec trois outils. Peut créer un objet exceptionnel en doublant matériaux et/ou durée, à la discrétion du MJ.","### Expertise\n\nLe personnage désigne trois types d’outils d’artisan de son choix parmi ceux qu’il formé à utiliser et développe une expertise avec les types d’outils choisis.\n\nLorsqu’il utilise un de ces types d’outils, il peut conférer l’avantage à son test d’Artisanat ou y ajouter un bonus égal à son Adresse.\n\n### Virtuose\n\nLe personnage est capable de fabriquer des objets d’une qualité s’approchant de la perfection.\n\nÀ la discrétion du maître de jeu, en augmentant jusqu’à 100 % la quantité de matériaux requis et/ou la durée de la tâche, l’objet qu’il fabrique possède des caractéristiques hors-normes, et sa valeur est bien plus grande que les autres objets semblables.\n\nPar exemple, l’objet peut être plus résistant, mieux accomplir sa tâche, ou être beaucoup plus plaisant au regard.",🔗
f364f55a-faf0-44e0-a160-34cb8ae6342c,0,artisanat,Artisanat,FALSE,artisanat,,"Un artisan peut réparer armes, armures, boucliers ou objets avec une trousse dédiée, en dépensant une charge et réussissant un test d’Artisanat.","Le personnage est formé à l’utilisation d’un nombre d’outils ou de trousses d’artisan égal à son rang d’Artisanat.\n\nS’il est formé à l’utilisation de la trousse de réparation, il peut tenter de réparer un objet. Par une action, il peut utiliser une des dix charges de la trousse et effectue un test d’Artisanat.\n\n- Si l’objet est une armure ou un bouclier, le nombre de points de Résistance restauré est égal au résultat du test divisé par 5 (minimum 1).\n- Si l’objet est une arme, le degré de difficulté est égal au bonus à l’Attaque de l’arme multiplié par 5. L’arme est réparée en cas de réussite.\n- Sinon, la difficulté est moyenne. L’objet est réparé en cas de réussite.",🔗
70a77dac-6215-48cd-898c-6ead9fb379c1,0,arts-martiaux,Arts martiaux,FALSE,,,Formé au combat à mains nues. Peut utiliser Force ou Précision pour attaquer avec un membre du corps et infliger 1d4 dégâts non létaux.,"Le personnage acquiert les capacités suivantes :\n\n- Il est formé au combat en utilisant un membre de son corps.\n- Lorsqu’il effectue une attaque avec un membre de son corps, il choisit s’il effectue un test de Mêlée (Force) ou d’Orientation (Précision). Il ajoute sa Force ou sa Précision en fonction de la compétence utilisée.\n- Lorsqu’il effectue une attaque avec un membre de son corps, il inflige 1d4 + Force ou Précision points de dégâts contondants non létaux.",🔗
7bf4377e-c328-4ea8-a8c6-79ffce0f1a32,0,astrologie,Astrologie,FALSE,,occultisme,"Permet d’apprendre l’astromancie, de transcrire des signes astrologiques dans un grimoire et d’en acquérir deux gratuitement.","### Grimoire\n\nAfin de bénéficier de de talent, le personnage doit posséder un grimoire d’une valeur minimale de 50 deniers.\n\nIl y transcrit les signes astrologiques qu’il découvre ainsi que ses observations astronomiques de ces signes.\n\nIl peut y transcrire un nombre maximal de signes astrologiques égal à formule 2 + rang Occultisme + Intellect.\n\nChaque fois que son rang d’Occultisme augmente d’un, il acquiert également un signe astrologique de son choix et le transcrit gratuitement dans son grimoire.\n\n### Transcription\n\nAfin de transcrire un signe astrologique dans son grimoire, le personnage doit posséder une représentation originale de ce signe (par exemple, un autre grimoire, une représentation engravée sur une stèle, une table d’astronomie, etc.).\n\nLe processus de transcription nécessite deux heures pendant lesquelles le personnage s’efforce de transcrire le signe à plusieurs reprises afin de le mémoriser.\n\nAfin de transcrire un signe astrologique dans son grimoire, le personnage doit consommer des composantes matérielles et de l’encre de qualité pour une valeur minimale de 50 deniers.\n\n### Pouvoirs\n\nIl acquiert gratuitement un pouvoir d’astromancie de tiers 0 de son choix et peut désormais acquérir les pouvoirs d’astromancie de tiers 0.\n\nIl sélectionne un des signes astrologiques associés à ce pouvoir et peut transcrire ce signe gratuitement dans son grimoire.\n\nIl transcrit également gratuitement le signe astrologique opposé au signé sélectionné dans son grimoire.",🔗
fc0930c3-222f-4231-ae5d-8565f65a0c94,3,astuce,Astuce,FALSE,roublardise,escamotage,"Permet un second acte rusé par tour, avantage au bousculer, et désavantage aux tests pour détecter ses méfaits dissimulés.","Le personnage acquiert les capacités suivantes :\n\n- Lorsqu’il effectue l’activité Objet ou entreprend une action requérant un test de Roublardise pendant son tour, alors il peut effectuer une autre activité similaire en action libre avant la fin de son tour.\n- Il se voit conférer l’avantage à ses tests de Roublardise afin de bousculer une créature.\n- Lorsqu’il dissimule un méfait, les tests de Perception et d’Investigation effectués afin de détecter le méfait sont affligés du désavantage.",🔗
48908ed4-c3e0-4d92-9fee-1df8657f5511,0,athletisme,Athlétisme,FALSE,athletisme,,Réduit la distance de son élan lors d’un saut.,"Lorsque le personnage effectue un saut, sa distance minimale d’élan est réduite à 1,5 mètres.",🔗
71dac6bd-4451-42e9-809e-3fac33569f46,1,attaque-brutale,Attaque brutale,FALSE,,armes-a-deux-mains,"Peut ajouter des dés de dégâts avec une arme à deux mains en dépensant de l’Énergie, et peut renverser ou repousser une cible de taille inférieure ou égale.","Lorsque le personnage effectue une attaque en maniant une arme à deux mains pour laquelle il est formé, il peut ajouter des dés de dégâts.\n\nIl peut ajouter un nombre de dés inférieur ou égal à son tiers de personnage et dépense 15 points d’Énergie par dé.\n\nSi la catégorie de taille de la cible est inférieure ou égale à celle du personnage, la cible doit effectuer un jet de sauvegarde d’Acrobaties ou d’Athlétisme.\n\nEn cas d’échec, elle est renversée au sol, ou repoussée de 1,5 mètres, au choix du personnage.\n\nCelui-ci peut utiliser cette capacité une fois par round, et l’arme doit posséder la propriété Deux mains ou Versatile.",🔗
efed28cb-4a23-428a-835e-7e1c2bd5c99d,2,attaque-incapacitante,Attaque incapacitante,FALSE,,attaque-neutralisante,Une attaque neutralisante peut rendre la cible incapable et renversée si elle échoue son jet ; elle subit aussi Fatigue 1 temporaire.,"Lorsque le personnage effectue une attaque neutralisante en dépensant des points d’Énergie, il peut dépenser 15 points d’Énergie supplémentaires afin de tenter de rendre sa cible incapable.\n\nSi la catégorie de taille de la cible est inférieure ou égale à celle du personnage et qu’elle échoue le jet de sauvegarde, elle est incapable jusqu’au début de son prochain tour, en plus de tomber renversée au sol.\n\nQue la cible réussisse ou échoue le jet de sauvegarde, si son niveau de Fatigue est inférieur à 3, elle se voit affligée d’un niveau de Fatigue supplémentaire jusqu’au début de son prochain tour.",🔗
32e8c99b-4de6-4302-830f-14ab614d6aee,2,attaque-magique,Attaque magique,FALSE,,magie-guerriere,Permet d’ajouter des dégâts magiques ou de remplacer Mêlée/Orientation par Occultisme ; les dégâts infligés sont alors magiques.,"Lorsque le personnage effectue une attaque physique, il peut ajouter des points de dégâts magiques en infusant son arme de magie.\n\nIl inflige un nombre de points de dégâts supplémentaires entre 1 et sa Puissance, et dépense un nombre de points d’Énergie égal aux points de dégâts ajoutés.\n\nÉgalement, il peut remplacer le test de Mêlée ou d’Orientation par un test d’Occultisme lorsqu’il effectue une attaque en maniant une arme physique.\n\nLorsqu’il en fait ainsi, il remplace sa Force ou sa Précision par sa Puissance, et les points de dégâts infligés sont magiques.\n\nIl ne peut combiner ces deux capacités.",🔗
8953557b-e2fa-477d-9925-22c773a3c767,3,attaque-mortelle,Attaque mortelle,FALSE,,attaque-sanglante,Ajoute 2d6 aux attaques sournoises. Les dés de dégâts affichant 1 ou 2 peuvent être remplacés par 3.,"Ajoute 2d6 points de dégâts supplémentaires aux attaques sournoises du personnage.\n\nÉgalement, il peut remplacer les dés de dégâts de l’attaque sournoise qui sont tombés sur les faces 1 et 2 du dé par la valeur 3.",🔗
c2ab5030-ce09-4c58-b4cc-04e52819724d,1,attaque-neutralisante,Attaque neutralisante,FALSE,,melee,"Permet d’infliger des dégâts non létaux avec une arme de mêlée, d’ajouter des dés en dépensant de l’Énergie et de renverser la cible.","### Passif\n\nPermet au personnage d’infliger des points de dégâts non létaux lorsqu’il réussit une attaque de mêlée en maniant une arme pour laquelle il est formé infligeant des points de dégâts contondants.\n\nIl inflige la moitié des points de dégâts en létal (arrondi inférieur) et l’autre moitié en non létal (arrondi supérieur).\n\nIl peut utiliser une arme non contondante s’il attaque sa cible en utilisant une portion de l’arme s’apparentant à une arme contondante, par exemple le pommeau d’une épée ou la poignée d’une arme d’hast.\n\nIl peut utiliser cette capacité une fois par round.\n\n### Actif\n\nÉgalement, lorsqu’il utilise cette capacité, il peut ajouter des dés de dégâts non létaux.\n\nIl peut ajouter un nombre de dés inférieur ou égal à son tiers de personnage et dépense 15 points d’Énergie par dé.\n\nSi la catégorie de taille de la cible est inférieure ou égale à celle du personnage, la cible doit effectuer un jet de sauvegarde de Discipline ou de Résistance.\n\nEn cas d’échec, elle est renversée au sol, en proie à une douleur aigue.",🔗
70d008b2-30aa-48ac-9759-783a12045969,2,attaque-precise,Attaque précise,FALSE,,attaque-puissante,"En attaquant avec une arme à une main par deux actions, il gagne +5 au test d’attaque et ajoute un dé de dégâts. Utilisable avec une arme conventionnelle.","Permet au personnage d’effectuer une attaque en maniant à une main par deux actions.\n\nLorsqu’il en fait ainsi, il peut ajouter un bonus de +5 à son test d’attaque ainsi qu’un dé de dégâts.\n\nIl doit manier une arme conventionnelle à une main pour laquelle il est formé afin d’utiliser cette capacité.",🔗
95913d4f-1704-470c-a6c9-6be27d193143,1,attaque-puissante,Attaque puissante,FALSE,,,"Peut maximiser des dés de dégâts avec une arme formé en dépensant de l’Énergie, et peut étourdir une cible de taille inférieure ou égale.","Lorsque le personnage effectue une attaque de mêlée, il peut remplacer des dés de dégâts par leur valeur maximale.\n\nIl peut remplacer un nombre de dés inférieur ou égal à son tiers de personnage et dépense 15 points d’Énergie par dé.\n\nSi la catégorie de taille de la cible est inférieure ou égale à celle du personnage, la cible doit effectuer un jet de sauvegarde de Discipline ou de Résistance.\n\nEn cas d’échec, elle est étourdie jusqu’au début de son prochain tour.\n\nLe personnage peut utiliser cette capacité une fois par round, il doit manier une arme conventionnelle à une main pour laquelle il est formé, et l’attaque doit être effectuée par un test de Mêlée.",🔗
72602480-1d21-4eba-b67a-cdec3af47a0c,2,attaque-sanglante,Attaque sanglante,FALSE,,attaque-sournoise,Ajoute 2d6 dégâts aux attaques sournoises. Provoque une hémorragie infligeant 2d6 dégâts si la cible échoue un test de Résistance chaque tour.,"Ajoute 2d6 points de dégâts supplémentaires aux attaques sournoises du personnage.\n\nDe plus, lorsqu’il réussit une attaque sournoise, la cible est affligée d’une hémorragie.\n\nAu début de chacun de ses tours, la cible doit effectuer un jet de sauvegarde de Résistance de degré de difficulté égal au résultat du test de l’attaque réussie, réduit de 1 par tour subséquent.\n\nSi la cible réussit le test, alors l’hémorragie cesse, sinon elle reçoit 2d6 points de dégâts létaux.\n\nL’hémorragie n’est pas cumulable.",🔗
0057f80f-c392-477e-a06b-3ac44dc700ee,1,attaque-sournoise,Attaque sournoise,FALSE,,,Ajoute 2d6 dégâts à une attaque à distance ou de Finesse faite avec avantage ou si un allié à portée de la cible. Utilisable une fois par round.,"Lorsque le personnage effectue une attaque à distance ou en maniant une arme possédant la propriété Finesse, il peut ajouter 2d6 points de dégâts.\n\nIl peut utiliser cette capacité une fois par round et il doit être formé pour l’arme en question.\n\nAfin d’utiliser cette capacité, le test de l’attaque doit être effectué avec avantage, ou une créature hostile envers la cible doit se trouver à 1,5 mètres ou moins de celle-ci.",🔗
8987c952-8f1e-4dc1-ae51-17c43d1d073a,2,attaques-multiples,Attaques multiples,FALSE,,,"Permet d’effectuer plusieurs attaques avec le même membre de corps pendant un tour, sans ignorer la pénalité des attaques multiples.",Permet au personnage d’effectuer plusieurs attaques avec le même membre de corps pendant son tour.\n\nIl n’est pas exempt de la pénalité affligée aux attaques multiples.,🔗
33783c5e-e48b-4d14-b773-a0d75a7b63af,1,barriere-mentale,Barrière mentale,FALSE,,discipline,Permet de lever ses barrières mentales pour se protéger d’un pouvoir et confère l’avantage au jet de sauvegarde.,"Lorsque le personnage est ciblé par une capacité surnaturelle tel un pouvoir, il peut utiliser sa réaction afin de lever ses barrières mentales pour s’en protéger.\n\nIl dépense un nombre de points d’Énergie égal à la moitié des points d’Énergie dépensés afin de canaliser le pouvoir, ou dépense 15 points d’Énergie si la capacité surnaturelle n’a pas de dépense associée.\n\nIl se voit conférer l’avantage à son jet de sauvegarde contre la capacité et ajoute la moitié de son rang de Discipline à sa Défense contre la capacité.",🔗
12d27bd6-2a0a-418c-809e-1bec3d7f3a19,2,blinde,Blindé,FALSE,,cuirasse,"Spécialiste des armures complètes, augmente sa Défense, résiste mieux aux déplacements forcés et protège son équipement.","Le personnage acquiert les capacités suivantes :\n\n- Il est formé au port de deux couches d’armure.\n- Lorsqu’il porte une armure complète, il se voit conférer un bonus de +1 à sa Défense.\n- Lorsqu’il porte une armure lourde ou un bouclier lourd et une armure complète, il se voit conférer l’avantage à ses tests et jets de sauvegarde contre les effets le déplaçant contre son gré, le repoussant ou le renversant au sol.\n- Lorsqu’un effet menace d’endommager son armure (bris, corrosion, rouille, etc.), il peut utiliser sa réaction pour empêcher qu’elle ne soit affectée.",🔗
fc8a7844-5902-44ca-967b-e74279707753,0,bricolage-magique,Bricolage magique,FALSE,,occultisme,"Permet d’imprégner magiquement un objet de petite taille pour y conférer lumière, son, odeur ou effet visuel, jusqu’à Intellect objets actifs.","Le personnage acquiert gratuitement un bricolage magique de tiers 0 de son choix et peut désormais acquérir les bricolages magiques de tiers 0.\n\nÉgalement, il peut utiliser des outils de bricoleur et toucher un objet de très petite taille par une action afin de l’imprégner de magie, choisissant une des propriétés suivantes.\n\nL’effet dure indéfiniment et il peut l’arrêter en touchant l’objet par une action.\n\nIl peut maintenir ces effets sur un nombre d’objets différents égal à son Intellect (minimum 1).\n\nS’il dépasse cette limite en ajoutant un effet sur un nouvel objet, alors l’effet le plus ancien conféré à un objet cesse immédiatement.\n\n- L’objet dégage une lumière de clarté dans un rayon de 1,5 mètres ainsi qu’une faible lumière de pénombre dans un rayon additionnel de 1,5 mètres.\n- Lorsque touché par une créature, l’objet émet un message préenregistré pouvant être entendu à une distance maximale de 3 mètres. L’enregistrement dure un maximum de 6 secondes et imite la voix du personnage.\n- L’objet émet de manière continue une odeur ou un son non verbal au choix du personnage (par exemple, le vent, la marée, des oiseaux, etc.). Cet effet peut être perçu à une distance de 3 mètres.\n- L’objet fait apparaître un effet visuel, par exemple une image, un texte de 25 mots ou moins, un schéma composé de formes et de lignes, ou un mélange de ces éléments.- Un ou plusieurs effets visuels statiques au choix du personnage apparaissent sur la surface de l’objet (par exemple, une image, un texte d’au plus 25 mots, un schéma composé de lignes et formes géométriques).",🔗
05528509-dc29-4d0c-98eb-11fde61bd149,2,bricolage-naturel,Bricolage naturel,FALSE,survie,survivalisme,🚧,"### Camouflage\n\nLorsqu’il se trouve en milieu naturel et sauvage, le personnage peut fabriquer un camouflage en utilisant les ressources du milieu en 10 minutes.\n\nS’il utilise une trousse de déguisement, il n’a besoin que d’une minute afin de fabriquer le camouflage.\n\nIl se voit conférer l’avantage à ses tests de Furtivité lorsqu’il porte le camouflage en se trouvant dans le milieu depuis lequel les ressources du camouflage proviennent.\n\n### Bastion\n\nÉgalement, s’il possède le temps et les ressources nécessaires, il peut utiliser des outils de bricoleur afin d’améliorer les fortifications d’un lieu tel un campement, un champ de bataille ou un bastion.\n\nIl choisit un nombre compris entre 1 et son rang de Survie, et doit réussir un test de Survie de degré de difficulté égal au double de ce nombre.\n\n🚧Si le test est réussi, le nombre choisi est ajouté à la Défense des fortifications du lieu, et si ces fortifications nécessitent un test afin d’être brisées, la moitié de ce nombre est ajouté au degré de difficulté du test.\n\n🚧Les fortifications se voient également conférer un nombre de points de Résistance temporaires égal aux Sens du personnage.","🔗\n\n🚧When making temporary modifications to a campsite, battlefield, stronghold, or other area, you can add your proficiency bonus to checks related to construction or\nimprovement of barriers, fortifications, or similar works.\n🚧These works add your proficiency bonus to their armor class for the duration, and gain a number of temporary hit points equal to your level.\n🚧If a restraint or fortification you create has a DC to break it (such as a blocked doorway or tied-up creature), this DC increases by your proficiency bonus as well."
1a9b9cbe-c859-4083-a7d8-aa814da5a6a8,1,bris,Bris,FALSE,,armes-improvisees,🚧,🚧,"🔗\n🚧Lorsque le personnage tente de briser un objet en maniant une arme improvisée, alors il se voit conférer l’avantage à son test d’attaque.\n🚧Également, lorsqu’il brise une arme improvisée en attaquant une créature, celle-ci doit effectuer un jet de sauvegarde de Résistance de degré de difficulté égal au résultat du test de l’attaque.\n🚧Si la cible échoue le test, elle est étourdie jusqu’au début de son prochain tour."
